Mod:Item:MetaData, Localized Name
hbm:item.fluid_icon:140, Fish Oil
hbm:item.fluid_icon:141, Sunflower Seed Oil
hbm:item.fluid_icon:28, NITAN© 100 Octane Super Fuel
hbm:item.fluid_icon:86, Hydrazine
hbm:item.fluid_icon:41, BF Rocket Fuel
hbm:item.fluid_icon:160, hbmfluid.magma
hbm:item.fluid_icon:162, Morkine
hbm:item.fluid_icon:163, Morkite Slurry
hbm:item.fluid_icon:161, Dicyanoacetylene
hbm:item.fluid_icon:69, Salient Green
hbm:item.fluid_icon:81, Seeding Slurry
hbm:item.fluid_icon:116, Colloid
hbm:item.fluid_icon:182, Vitriol
hbm:item.fluid_icon:183, Ore Slop
hbm:item.fluid_icon:128, Ionic Gel
hbm:item.fluid_icon:35, Hydrogen Peroxide
hbm:item.fluid_icon:75, Sulfuric Acid
hbm:item.fluid_icon:121, Alkyl Bromide
hbm:item.fluid_icon:188, Uranium Bromide
hbm:item.fluid_icon:189, Plutonium Bromide
hbm:item.fluid_icon:190, Schrabidium Bromide
hbm:item.fluid_icon:191, Thorium Bromide
hbm:item.fluid_icon:119, Chloromethane
hbm:item.fluid_icon:120, Methanol
hbm:item.fluid_icon:123, Polythylene
hbm:item.fluid_icon:122, Methylene
hbm:item.fluid_icon:181, Duna Air
hbm:item.fluid_icon:117, Eve Air
hbm:item.fluid_icon:153, Jool Air
hbm:item.fluid_icon:118, Potassium Permanganate Solution
hbm:item.fluid_icon:154, Sarnus Air
hbm:item.fluid_icon:155, Urlum Air
hbm:item.fluid_icon:156, Neidon Air
hbm:item.fluid_icon:125, Tekto Air
hbm:item.fluid_icon:88, Compressed Air
hbm:item.fluid_icon:84, Nitric Acid
hbm:item.fluid_icon:91, Hydrochloric Acid
hbm:item.fluid_icon:85, Ammonia
hbm:item.fluid_icon:90, Solvent
hbm:item.fluid_icon:95, High-Performance Solvent
hbm:item.fluid_icon:133, Pertechnetic Acid
hbm:item.fluid_icon:32, Schrabidic Acid
hbm:item.fluid_icon:29, Uranium Hexafluoride
hbm:item.fluid_icon:30, Plutonium Hexafluoride
hbm:item.fluid_icon:31, Schrabidium Trisulfide
hbm:item.fluid_icon:43, Pandemonium(III)tantalite Solution
hbm:item.fluid_icon:58, Osmiridic Solution
hbm:item.fluid_icon:36, Poisonous Mud
hbm:item.fluid_icon:143, Red Mud
hbm:item.fluid_icon:171, Fullerene Solution
hbm:item.fluid_icon:137, Dissolved Egg
hbm:item.fluid_icon:138, Cholesterol Solution
hbm:item.fluid_icon:144, Chlorocalcite Solution
hbm:item.fluid_icon:145, Mixed Chlorocalcite Solution
hbm:item.fluid_icon:146, Cleaned Chlorocalcite Solution
hbm:item.fluid_icon:147, Potassiumchloride Solution
hbm:item.fluid_icon:148, Calciumchloride Solution
hbm:item.fluid_icon:149, Calcium Solution
hbm:item.fluid_icon:200, Sodium Aluminate
hbm:item.fluid_icon:201, Bauxite Solution
hbm:item.fluid_icon:202, Alumina
hbm:item.fluid_icon:49, Fracking Solution
hbm:item.fluid_icon:199, Lye
hbm:item.fluid_icon:126, Phosgene
hbm:item.fluid_icon:127, Mustard Gas
hbm:item.fluid_icon:139, Estradiol Solution
hbm:item.fluid_icon:142, Nitroglycerin
hbm:item.fluid_icon:33, Antimatter
hbm:item.fluid_icon:34, Antischrabidium
hbm:item.fluid_icon:44, Liquid Nuclear Waste
hbm:item.fluid_icon:45, Gaseous Nuclear Waste
hbm:item.fluid_icon:70, Experience Juice
hbm:item.fluid_icon:71, Ender Juice
hbm:item.fluid_icon:92, Mineral Slurry
hbm:item.fluid_icon:131, N-MASS(II) Driver Fuel
hbm:item.fluid_icon:180, Stellar Flux
hbm:item.fluid_icon:50, Deuterium-Tritium Plasma
hbm:item.fluid_icon:51, Hydrogen-Deuterium Plasma
hbm:item.fluid_icon:52, Hydrogen-Tritium Plasma
hbm:item.fluid_icon:56, Deuterium-Helium-3 Plasma
hbm:item.fluid_icon:53, Helium-4-Oxygen Plasma
hbm:item.fluid_icon:54, Balefire Plasma
hbm:item.fluid_icon:104, Krypton Gas
hbm:item.fluid_icon:103, Argon Gas
hbm:item.fluid_icon:102, Neon Gas
hbm:item.fluid_icon:106, Tea
hbm:item.fluid_icon:107, Honey
hbm:item.fluid_icon:105, Coffee
hbm:item.fluid_icon:113, Milk
hbm:item.fluid_icon:114, Strawberry Milk
hbm:item.fluid_icon:115, Olive Oil
hbm:item.fluid_icon:129, Elbow Grease
hbm:item.fluid_icon:157, Evaporated Milk
hbm:item.fluid_icon:158, Condensed Milk
hbm:item.fluid_icon:159, Heavy Whipping Cream
hbm:item.fluid_icon:150, Smoke
hbm:item.fluid_icon:151, Leaded Smoke
hbm:item.fluid_icon:152, Poison Smoke
hbm:item.fluid_icon:172, Booster Pheromone
hbm:item.fluid_icon:173, Modified Booster Pheromone
hbm:item.fluid_icon:1000, Custom Fluid Demo
hbm:item.fluid_duct:1, Fluid Duct: Water
hbm:item.fluid_duct:60, Fluid Duct: Heavy Water
hbm:item.fluid_duct:165, Fluid Duct: Hot Heavy Water
hbm:item.fluid_duct:7, Fluid Duct: Lava
hbm:item.fluid_duct:2, Fluid Duct: Steam
hbm:item.fluid_duct:3, Fluid Duct: Dense Steam
hbm:item.fluid_duct:4, Fluid Duct: Super Dense Steam
hbm:item.fluid_duct:5, Fluid Duct: Ultra Dense Steam
hbm:item.fluid_duct:48, Fluid Duct: Low-Pressure Steam
hbm:item.fluid_duct:55, Fluid Duct: Carbon Dioxide
hbm:item.fluid_duct:6, Fluid Duct: Coolant
hbm:item.fluid_duct:76, Fluid Duct: Hot Coolant
hbm:item.fluid_duct:196, Fluid Duct: Perfluoromethyl
hbm:item.fluid_duct:197, Fluid Duct: Cold Perfluoromethyl
hbm:item.fluid_duct:198, Fluid Duct: Hot Perfluoromethyl
hbm:item.fluid_duct:37, Fluid Duct: Cryogel
hbm:item.fluid_duct:77, Fluid Duct: Mug Root Beer
hbm:item.fluid_duct:78, Fluid Duct: Hot Mug Root Beer
hbm:item.fluid_duct:83, Fluid Duct: Blood
hbm:item.fluid_duct:87, Fluid Duct: Blood Fuel
hbm:item.fluid_duct:89, Fluid Duct: Hot Blood
hbm:item.fluid_duct:166, Fluid Duct: Liquid Sodium
hbm:item.fluid_duct:167, Fluid Duct: Hot Liquid Sodium
hbm:item.fluid_duct:185, Fluid Duct: Liquid Lead
hbm:item.fluid_duct:186, Fluid Duct: Hot Liquid Lead
hbm:item.fluid_duct:168, Fluid Duct: Liquid Thorium Salt
hbm:item.fluid_duct:169, Fluid Duct: Hot Liquid Thorium Salt
hbm:item.fluid_duct:170, Fluid Duct: Depleted Liquid Thorium Salt
hbm:item.fluid_duct:38, Fluid Duct: Liquid Hydrogen
hbm:item.fluid_duct:8, Fluid Duct: Deuterium
hbm:item.fluid_duct:9, Fluid Duct: Tritium
hbm:item.fluid_duct:57, Fluid Duct: Helium-3
hbm:item.fluid_duct:164, Fluid Duct: Helium-4
hbm:item.fluid_duct:39, Fluid Duct: Liquid Oxygen
hbm:item.fluid_duct:40, Fluid Duct: Xenon Gas
hbm:item.fluid_duct:96, Fluid Duct: Chlorine Gas
hbm:item.fluid_duct:124, Fluid Duct: Fluorine
hbm:item.fluid_duct:42, Fluid Duct: Mercury
hbm:item.fluid_duct:82, Fluid Duct: Liquid Nitrogen
hbm:item.fluid_duct:132, Fluid Duct: Scutterblood
hbm:item.fluid_duct:10, Fluid Duct: Crude Oil
hbm:item.fluid_duct:174, Fluid Duct: Desulfurized Crude Oil
hbm:item.fluid_duct:61, Fluid Duct: Cracked Oil
hbm:item.fluid_duct:176, Fluid Duct: Desulfurized Cracked Oil
hbm:item.fluid_duct:62, Fluid Duct: Coal Oil
hbm:item.fluid_duct:134, Fluid Duct: Coker Oil
hbm:item.fluid_duct:11, Fluid Duct: Hot Crude Oil
hbm:item.fluid_duct:175, Fluid Duct: Desulfurized Hot Crude Oil
hbm:item.fluid_duct:63, Fluid Duct: Hot Cracked Oil
hbm:item.fluid_duct:177, Fluid Duct: Desulfurized Hot Cracked Oil
hbm:item.fluid_duct:12, Fluid Duct: Heavy Oil
hbm:item.fluid_duct:97, Fluid Duct: Vacuum Heavy Oil
hbm:item.fluid_duct:19, Fluid Duct: Naphtha
hbm:item.fluid_duct:178, Fluid Duct: Desulfurized Naphtha
hbm:item.fluid_duct:64, Fluid Duct: Cracked Naphtha
hbm:item.fluid_duct:135, Fluid Duct: Coker Naphtha
hbm:item.fluid_duct:98, Fluid Duct: Reformate
hbm:item.fluid_duct:21, Fluid Duct: Light Oil
hbm:item.fluid_duct:179, Fluid Duct: Desulfurized Light Oil
hbm:item.fluid_duct:65, Fluid Duct: Cracked Light Oil
hbm:item.fluid_duct:99, Fluid Duct: Vacuum Light Oil
hbm:item.fluid_duct:13, Fluid Duct: Bitumen
hbm:item.fluid_duct:14, Fluid Duct: Industrial Oil
hbm:item.fluid_duct:15, Fluid Duct: Heating Oil
hbm:item.fluid_duct:108, Fluid Duct: Heavy Heating Oil
hbm:item.fluid_duct:16, Fluid Duct: Reclaimed Industrial Oil
hbm:item.fluid_duct:18, Fluid Duct: Engine Lubricant
hbm:item.fluid_duct:23, Fluid Duct: Natural Gas
hbm:item.fluid_duct:136, Fluid Duct: Coker Gas
hbm:item.fluid_duct:24, Fluid Duct: Petroleum Gas
hbm:item.fluid_duct:100, Fluid Duct: Sour Gas
hbm:item.fluid_duct:25, Fluid Duct: LPG
hbm:item.fluid_duct:93, Fluid Duct: Syngas
hbm:item.fluid_duct:94, Fluid Duct: Oxyhydrogen
hbm:item.fluid_duct:67, Fluid Duct: Aromatic Hydrocarbons
hbm:item.fluid_duct:68, Fluid Duct: Unsaturated Hydrocarbons
hbm:item.fluid_duct:101, Fluid Duct: BTX
hbm:item.fluid_duct:112, Fluid Duct: Reformate Gas
hbm:item.fluid_duct:20, Fluid Duct: Diesel
hbm:item.fluid_duct:109, Fluid Duct: High-Octane Diesel
hbm:item.fluid_duct:66, Fluid Duct: Cracked Diesel
hbm:item.fluid_duct:110, Fluid Duct: High-Octane Cracked Diesel
hbm:item.fluid_duct:22, Fluid Duct: Kerosene
hbm:item.fluid_duct:111, Fluid Duct: Jet Fuel
hbm:item.fluid_duct:17, Fluid Duct: Petroil
hbm:item.fluid_duct:72, Fluid Duct: Leaded Petroil
hbm:item.fluid_duct:46, Fluid Duct: Gasoline
hbm:item.fluid_duct:73, Fluid Duct: Leaded Gasoline
hbm:item.fluid_duct:47, Fluid Duct: Coal Gasoline
hbm:item.fluid_duct:74, Fluid Duct: Leaded Coal Gasoline
hbm:item.fluid_duct:80, Fluid Duct: Coal Tar Creosote
hbm:item.fluid_duct:79, Fluid Duct: Wood Oil
hbm:item.fluid_duct:26, Fluid Duct: Biogas
hbm:item.fluid_duct:27, Fluid Duct: Biofuel
hbm:item.fluid_duct:59, Fluid Duct: Ethanol
hbm:item.fluid_duct:130, Fluid Duct: N-MASS(III) Tetrahexaethanol
hbm:item.fluid_duct:140, Fluid Duct: Fish Oil
hbm:item.fluid_duct:141, Fluid Duct: Sunflower Seed Oil
hbm:item.fluid_duct:28, Fluid Duct: NITAN© 100 Octane Super Fuel
hbm:item.fluid_duct:86, Fluid Duct: Hydrazine
hbm:item.fluid_duct:41, Fluid Duct: BF Rocket Fuel
hbm:item.fluid_duct:160, Fluid Duct: hbmfluid.magma
hbm:item.fluid_duct:162, Fluid Duct: Morkine
hbm:item.fluid_duct:163, Fluid Duct: Morkite Slurry
hbm:item.fluid_duct:161, Fluid Duct: Dicyanoacetylene
hbm:item.fluid_duct:69, Fluid Duct: Salient Green
hbm:item.fluid_duct:81, Fluid Duct: Seeding Slurry
hbm:item.fluid_duct:116, Fluid Duct: Colloid
hbm:item.fluid_duct:182, Fluid Duct: Vitriol
hbm:item.fluid_duct:183, Fluid Duct: Ore Slop
hbm:item.fluid_duct:128, Fluid Duct: Ionic Gel
hbm:item.fluid_duct:35, Fluid Duct: Hydrogen Peroxide
hbm:item.fluid_duct:75, Fluid Duct: Sulfuric Acid
hbm:item.fluid_duct:121, Fluid Duct: Alkyl Bromide
hbm:item.fluid_duct:188, Fluid Duct: Uranium Bromide
hbm:item.fluid_duct:189, Fluid Duct: Plutonium Bromide
hbm:item.fluid_duct:190, Fluid Duct: Schrabidium Bromide
hbm:item.fluid_duct:191, Fluid Duct: Thorium Bromide
hbm:item.fluid_duct:119, Fluid Duct: Chloromethane
hbm:item.fluid_duct:120, Fluid Duct: Methanol
hbm:item.fluid_duct:123, Fluid Duct: Polythylene
hbm:item.fluid_duct:122, Fluid Duct: Methylene
hbm:item.fluid_duct:181, Fluid Duct: Duna Air
hbm:item.fluid_duct:117, Fluid Duct: Eve Air
hbm:item.fluid_duct:153, Fluid Duct: Jool Air
hbm:item.fluid_duct:118, Fluid Duct: Potassium Permanganate Solution
hbm:item.fluid_duct:154, Fluid Duct: Sarnus Air
hbm:item.fluid_duct:155, Fluid Duct: Urlum Air
hbm:item.fluid_duct:156, Fluid Duct: Neidon Air
hbm:item.fluid_duct:125, Fluid Duct: Tekto Air
hbm:item.fluid_duct:88, Fluid Duct: Compressed Air
hbm:item.fluid_duct:84, Fluid Duct: Nitric Acid
hbm:item.fluid_duct:91, Fluid Duct: Hydrochloric Acid
hbm:item.fluid_duct:85, Fluid Duct: Ammonia
hbm:item.fluid_duct:90, Fluid Duct: Solvent
hbm:item.fluid_duct:95, Fluid Duct: High-Performance Solvent
hbm:item.fluid_duct:133, Fluid Duct: Pertechnetic Acid
hbm:item.fluid_duct:32, Fluid Duct: Schrabidic Acid
hbm:item.fluid_duct:29, Fluid Duct: Uranium Hexafluoride
hbm:item.fluid_duct:30, Fluid Duct: Plutonium Hexafluoride
hbm:item.fluid_duct:31, Fluid Duct: Schrabidium Trisulfide
hbm:item.fluid_duct:43, Fluid Duct: Pandemonium(III)tantalite Solution
hbm:item.fluid_duct:58, Fluid Duct: Osmiridic Solution
hbm:item.fluid_duct:36, Fluid Duct: Poisonous Mud
hbm:item.fluid_duct:143, Fluid Duct: Red Mud
hbm:item.fluid_duct:171, Fluid Duct: Fullerene Solution
hbm:item.fluid_duct:137, Fluid Duct: Dissolved Egg
hbm:item.fluid_duct:138, Fluid Duct: Cholesterol Solution
hbm:item.fluid_duct:144, Fluid Duct: Chlorocalcite Solution
hbm:item.fluid_duct:145, Fluid Duct: Mixed Chlorocalcite Solution
hbm:item.fluid_duct:146, Fluid Duct: Cleaned Chlorocalcite Solution
hbm:item.fluid_duct:147, Fluid Duct: Potassiumchloride Solution
hbm:item.fluid_duct:148, Fluid Duct: Calciumchloride Solution
hbm:item.fluid_duct:149, Fluid Duct: Calcium Solution
hbm:item.fluid_duct:200, Fluid Duct: Sodium Aluminate
hbm:item.fluid_duct:201, Fluid Duct: Bauxite Solution
hbm:item.fluid_duct:202, Fluid Duct: Alumina
hbm:item.fluid_duct:49, Fluid Duct: Fracking Solution
hbm:item.fluid_duct:199, Fluid Duct: Lye
hbm:item.fluid_duct:126, Fluid Duct: Phosgene
hbm:item.fluid_duct:127, Fluid Duct: Mustard Gas
hbm:item.fluid_duct:139, Fluid Duct: Estradiol Solution
hbm:item.fluid_duct:142, Fluid Duct: Nitroglycerin
hbm:item.fluid_duct:33, Fluid Duct: Antimatter
hbm:item.fluid_duct:34, Fluid Duct: Antischrabidium
hbm:item.fluid_duct:44, Fluid Duct: Liquid Nuclear Waste
hbm:item.fluid_duct:45, Fluid Duct: Gaseous Nuclear Waste
hbm:item.fluid_duct:70, Fluid Duct: Experience Juice
hbm:item.fluid_duct:71, Fluid Duct: Ender Juice
hbm:item.fluid_duct:92, Fluid Duct: Mineral Slurry
hbm:item.fluid_duct:131, Fluid Duct: N-MASS(II) Driver Fuel
hbm:item.fluid_duct:180, Fluid Duct: Stellar Flux
hbm:item.fluid_duct:104, Fluid Duct: Krypton Gas
hbm:item.fluid_duct:103, Fluid Duct: Argon Gas
hbm:item.fluid_duct:102, Fluid Duct: Neon Gas
hbm:item.fluid_duct:106, Fluid Duct: Tea
hbm:item.fluid_duct:107, Fluid Duct: Honey
hbm:item.fluid_duct:105, Fluid Duct: Coffee
hbm:item.fluid_duct:113, Fluid Duct: Milk
hbm:item.fluid_duct:114, Fluid Duct: Strawberry Milk
hbm:item.fluid_duct:115, Fluid Duct: Olive Oil
hbm:item.fluid_duct:129, Fluid Duct: Elbow Grease
hbm:item.fluid_duct:157, Fluid Duct: Evaporated Milk
hbm:item.fluid_duct:158, Fluid Duct: Condensed Milk
hbm:item.fluid_duct:159, Fluid Duct: Heavy Whipping Cream
hbm:item.fluid_duct:172, Fluid Duct: Booster Pheromone
hbm:item.fluid_duct:173, Fluid Duct: Modified Booster Pheromone
hbm:item.fluid_duct:1000, Fluid Duct: Custom Fluid Demo
hbm:item.fuse, Fuse
hbm:item.redcoil_capacitor, Redcoil Capacitor
hbm:item.euphemium_capacitor, Euphemium Capacitor
hbm:item.screwdriver, Screwdriver
hbm:item.screwdriver_desh, Desh Screwdriver
hbm:item.hand_drill, Hand Drill
hbm:item.hand_drill_desh, Desh Hand Drill
hbm:item.chemistry_set, Laboratory Glassware
hbm:item.chemistry_set_boron, Laboratory Glassware (Boron Glass)
hbm:item.blowtorch, Blowtorch
hbm:item.acetylene_torch, Acetylene Welding Torch
hbm:item.boltgun, Pneumatic Rivet Gun
hbm:item.overfuse, Singularity Screwdriver
hbm:item.arc_electrode:0, Graphite Electrode
hbm:item.arc_electrode:1, Lanthanium Electrode
hbm:item.arc_electrode:2, Desh Electrode
hbm:item.arc_electrode:3, Saturnite Electrode
hbm:item.arc_electrode_burnt:0, Molten Graphite Electrode
hbm:item.arc_electrode_burnt:1, Molten Lanthanium Electrode
hbm:item.arc_electrode_burnt:2, Molten Desh Electrode
hbm:item.arc_electrode_burnt:3, Molten Saturnite Electrode
hbm:item.part_lithium, Box of Lithium Dust
hbm:item.part_beryllium, Box of Beryllium Dust
hbm:item.part_carbon, Box of Carbon Dust
hbm:item.part_copper, Box of Copper Dust
hbm:item.part_plutonium, Box of Plutonium Dust
hbm:item.laser_crystal_co2, CO2-Desh Laser Crystal
hbm:item.laser_crystal_bismuth, BiSmUTh Laser Crystal
hbm:item.laser_crystal_cmb, CMB-Schrabidate Antimatter Laser Crystal
hbm:item.laser_crystal_iron, Iron-Arsenide BF crystal
hbm:item.laser_crystal_dnt, Spark Laser Crystal
hbm:item.laser_crystal_digamma, Digamma Laser Crystal
hbm:item.rune_blank, Blank Catalyst Matrix
hbm:item.rune_isa, Cool Catalyst Matrix
hbm:item.rune_dagaz, Balanced Catalyst Matrix
hbm:item.rune_hagalaz, Rough Catalyst Matrix
hbm:item.rune_jera, Multiplicative Catalyst Matrix
hbm:item.rune_thurisaz, Additive Catalyst Matrix
hbm:item.ams_catalyst_blank, Blank Reaction Catalyst
hbm:item.ams_catalyst_aluminium, Aluminium Reaction Catalyst
hbm:item.ams_catalyst_beryllium, Beryllium Reaction Catalyst
hbm:item.ams_catalyst_caesium, Caeseium Reaction Catalyst
hbm:item.ams_catalyst_cerium, Cerium Reaction Catalyst
hbm:item.ams_catalyst_cobalt, Cobalt Reaction Catalyst
hbm:item.ams_catalyst_copper, Copper Reaction Catalyst
hbm:item.ams_catalyst_euphemium, Euphemium Reaction Catalyst
hbm:item.ams_catalyst_dineutronium, Dineutronium Reaction Catalyst
hbm:item.ams_catalyst_iron, Iron Reaction Catalyst
hbm:item.ams_catalyst_lithium, Lithium Reaction Catalyst
hbm:item.ams_catalyst_niobium, Niobium Reaction Catalyst
hbm:item.ams_catalyst_schrabidium, Schrabidium Reaction Catalyst
hbm:item.ams_catalyst_strontium, Strontium Reaction Catalyst
hbm:item.ams_catalyst_thorium, Thorium Reaction Catalyst
hbm:item.ams_catalyst_tungsten, Tungsten Reaction Catalyst
hbm:item.blades_steel, Steel Shredder Blades
hbm:item.blades_titanium, Titanium Shredder Blades
hbm:item.blades_advanced_alloy, Advanced Shredder Blades
hbm:item.blades_desh, Desh Shredder Blades
hbm:item.thermo_element, Thermoelectric Element
hbm:item.catalytic_converter, Catalytic Converter
hbm:item.ams_focus_blank, Blank Stabilizer Focus
hbm:item.ams_focus_limiter, Limiting Stabilizer Focus
hbm:item.ams_focus_booster, Boosting Stabilizer Focus
hbm:item.ams_muzzle, Ray-Emission Muzzle
hbm:item.ams_lens, Stabilizer Lens
hbm:item.ams_core_sing, Vibrant Singularity (AMS/DFC Core)
hbm:item.ams_core_wormhole, Tiny Wormhole (AMS/DFC Core)
hbm:item.ams_core_eyeofharmony, Eye of Harmony (AMS/DFC Core)
hbm:item.ams_core_thingy, Thingy (AMS/DFC Core)
hbm:item.fusion_shield_tungsten, Tungsten Fusion Reactor Blanket
hbm:item.fusion_shield_desh, Desh Fusion Reactor Blanket
hbm:item.fusion_shield_chlorophyte, Chlorophyte-Metallized Fusion Reactor Blanket
hbm:item.fusion_shield_vaporwave, Vaporwave Fusion Reactor Blanket
hbm:item.rod_empty, Empty Rod
hbm:item.rod:0, Lithium Rod
hbm:item.rod:1, Tritium Rod
hbm:item.rod:2, Cobalt Rod
hbm:item.rod:3, Cobalt-60 Rod
hbm:item.rod:4, Thorium-232 Rod
hbm:item.rod:5, Thorium Fuel Rod
hbm:item.rod:6, Uranium-235 Rod
hbm:item.rod:7, Neptunium-237 Rod
hbm:item.rod:8, Uranium-238 Rod
hbm:item.rod:9, Plutonium-238 Rod
hbm:item.rod:10, Plutonium-239 Rod
hbm:item.rod:11, Reactor-Grade Plutonium Rod
hbm:item.rod:12, Nuclear Waste Rod
hbm:item.rod:13, Lead Rod
hbm:item.rod:14, Uranium Rod
hbm:item.rod:15, Radium-226 Rod
hbm:item.rod:16, Actinium-227 Rod
hbm:item.rod_dual_empty, Empty Dual Rod
hbm:item.rod_dual:0, Lithium Dual Rod
hbm:item.rod_dual:1, Tritium Dual Rod
hbm:item.rod_dual:2, Cobalt Dual Rod
hbm:item.rod_dual:3, Cobalt-60 Dual Rod
hbm:item.rod_dual:4, Thorium-232 Dual Rod
hbm:item.rod_dual:5, Thorium Fuel Dual Rod
hbm:item.rod_dual:6, Uranium-235 Dual Rod
hbm:item.rod_dual:7, Neptunium-237 Dual Rod
hbm:item.rod_dual:8, Uranium-238 Dual Rod
hbm:item.rod_dual:9, Plutonium-238 Dual Rod
hbm:item.rod_dual:10, Plutonium-239 Dual Rod
hbm:item.rod_dual:11, Reactor-Grade Plutonium Dual Rod
hbm:item.rod_dual:12, Nuclear Waste Dual Rod
hbm:item.rod_dual:13, Lead Dual Rod
hbm:item.rod_dual:14, Uranium Dual Rod
hbm:item.rod_dual:15, Radium-226 Dual Rod
hbm:item.rod_dual:16, Actinium-227 Dual Rod
hbm:item.rod_quad_empty, Empty Quad Rod
hbm:item.rod_quad:0, Lithium Quad Rod
hbm:item.rod_quad:1, Tritium Quad Rod
hbm:item.rod_quad:2, Cobalt Quad Rod
hbm:item.rod_quad:3, Cobalt-60 Quad Rod
hbm:item.rod_quad:4, Thorium-232 Quad Rod
hbm:item.rod_quad:5, Thorium Fuel Quad Rod
hbm:item.rod_quad:6, Uranium-235 Quad Rod
hbm:item.rod_quad:7, Neptunium-237 Quad Rod
hbm:item.rod_quad:8, Uranium-238 Quad Rod
hbm:item.rod_quad:9, Plutonium-238 Quad Rod
hbm:item.rod_quad:10, Plutonium-239 Quad Rod
hbm:item.rod_quad:11, Reactor-Grade Plutonium Quad Rod
hbm:item.rod_quad:12, Nuclear Waste Quad Rod
hbm:item.rod_quad:13, Lead Quad Rod
hbm:item.rod_quad:14, Uranium Quad Rod
hbm:item.rod_quad:15, Radium-226 Quad Rod
hbm:item.rod_quad:16, Actinium-227 Quad Rod
hbm:item.rod_zirnox_empty, Empty ZIRNOX Rod
hbm:item.rod_zirnox_tritium, ZIRNOX Tritium Rod
hbm:item.rod_zirnox:0, ZIRNOX Natural Uranium Fuel Rod
hbm:item.rod_zirnox:1, ZIRNOX Uranium Fuel Rod
hbm:item.rod_zirnox:2, ZIRNOX Thorium-232 Rod
hbm:item.rod_zirnox:3, ZIRNOX Thorium Fuel Rod
hbm:item.rod_zirnox:4, ZIRNOX MOX Fuel Rod
hbm:item.rod_zirnox:5, ZIRNOX Plutonium Fuel Rod
hbm:item.rod_zirnox:6, ZIRNOX Uranium-233 Fuel Rod
hbm:item.rod_zirnox:7, ZIRNOX Uranium-235 Fuel Rod
hbm:item.rod_zirnox:8, ZIRNOX LES Fuel Rod
hbm:item.rod_zirnox:9, ZIRNOX Lithium Rod
hbm:item.rod_zirnox:10, ZIRNOX ZFB MOX Fuel Rod
hbm:item.rod_zirnox_natural_uranium_fuel_depleted, Depleted ZIRNOX Natural Uranium Fuel Rod
hbm:item.rod_zirnox_uranium_fuel_depleted,  Depleted ZIRNOX Uranium Fuel Rod
hbm:item.rod_zirnox_thorium_fuel_depleted,  Depleted ZIRNOX Thorium Fuel Rod
hbm:item.rod_zirnox_mox_fuel_depleted, Depleted ZIRNOX MOX Fuel Rod
hbm:item.rod_zirnox_plutonium_fuel_depleted, Depleted ZIRNOX Plutonium Fuel Rod
hbm:item.rod_zirnox_u233_fuel_depleted, Depleted ZIRNOX Uranium-233 Fuel Rod
hbm:item.rod_zirnox_u235_fuel_depleted, Depleted ZIRNOX Uranium-235 Fuel Rod
hbm:item.rod_zirnox_les_fuel_depleted, Depleted ZIRNOX LES Fuel Rod
hbm:item.rod_zirnox_zfb_mox_depleted, Depleted ZIRNOX ZFB MOX Fuel Rod
hbm:item.waste_natural_uranium:0, Depleted Natural Uranium Fuel
hbm:item.waste_natural_uranium:1, Depleted Natural Uranium Fuel
hbm:item.waste_uranium:0, Depleted Uranium Fuel
hbm:item.waste_uranium:1, Depleted Uranium Fuel
hbm:item.waste_thorium:0, Depleted Thorium Fuel
hbm:item.waste_thorium:1, Depleted Thorium Fuel
hbm:item.waste_mox:0, Depleted MOX Fuel
hbm:item.waste_mox:1, Depleted MOX Fuel
hbm:item.waste_plutonium:0, Depleted Plutonium Fuel
hbm:item.waste_plutonium:1, Depleted Plutonium Fuel
hbm:item.waste_u233:0, Depleted Uranium-233 Fuel
hbm:item.waste_u233:1, Depleted Uranium-233 Fuel
hbm:item.waste_u235:0, Depleted Uranium-235 Fuel
hbm:item.waste_u235:1, Depleted Uranium-235 Fuel
hbm:item.waste_schrabidium:0, Depleted Schrabidium Fuel
hbm:item.waste_schrabidium:1, Depleted Schrabidium Fuel
hbm:item.waste_zfb_mox:0, Depleted ZFB MOX Fuel
hbm:item.waste_zfb_mox:1, Depleted ZFB MOX Fuel
hbm:item.waste_plate_u233:0, Depleted HEU-233 Plate Fuel
hbm:item.waste_plate_u233:1, Depleted HEU-233 Plate Fuel
hbm:item.waste_plate_u235:0, Depleted HEU-235 Plate Fuel
hbm:item.waste_plate_u235:1, Depleted HEU-235 Plate Fuel
hbm:item.waste_plate_mox:0, Depleted MOX Plate Fuel
hbm:item.waste_plate_mox:1, Depleted MOX Plate Fuel
hbm:item.waste_plate_pu239:0, Depleted HEP-239 Plate Fuel
hbm:item.waste_plate_pu239:1, Depleted HEP-239 Plate Fuel
hbm:item.waste_plate_ra226be:0, Depleted Ra226Be Plate Fuel
hbm:item.waste_plate_ra226be:1, Depleted Ra226Be Plate Fuel
hbm:item.waste_plate_sa326:0, Depleted HES-326 Plate Fuel
hbm:item.waste_plate_sa326:1, Depleted HES-326 Plate Fuel
hbm:item.waste_plate_pu238be:0, Depleted Pu238Be Plate Fuel
hbm:item.waste_plate_pu238be:1, Depleted Pu238Be Plate Fuel
hbm:item.pile_rod_uranium, Chicago Pile Uranium Rod
hbm:item.pile_rod_pu239, Chicago Pile Bred Uranium Rod
hbm:item.pile_rod_plutonium, Chicago Pile Plutonium Rod
